Id,Category
1926,5
1927,3
1928,8
1929,3
1930,5
1931,8
1932,0
1933,2
1934,3
1935,8
1936,10
1937,0
1938,0
1939,3
1940,7
1941,6
1942,8
1943,9
1944,3
1945,4
1946,0
1947,6
1948,10
1949,5
1950,1
1951,8
1952,0
1953,6
1954,3
1955,1
1956,2
1957,3
1958,9
1959,2
1960,9
1961,10
1962,3
1963,4
1964,8
1965,8
1966,5
1967,8
1968,6
1969,5
1970,7
1971,8
1972,1
1973,2
1974,3
1975,1
1976,9
1977,10
1978,9
1979,4
1980,5
1981,7
1982,3
1983,3
1984,7
1985,8
1986,3
1987,5
1988,0
1989,8
1990,2
1991,6
1992,5
1993,1
1994,5
1995,10
1996,0
1997,3
1998,0
1999,0
2000,8
2001,5
2002,7
2003,4
2004,8
2005,7
2006,6
2007,4
2008,2
2009,3
2010,1
2011,1
2012,7
2013,6
2014,6
2015,2
2016,7
2017,3
2018,9
2019,8
2020,6
2021,0
2022,0
2023,9
2024,0
2025,2
2026,6
2027,3
2028,4
2029,6
2030,2
2031,8
2032,10
2033,3
2034,0
2035,8
2036,2
2037,6
2038,5
2039,0
2040,1
2041,9
2042,5
2043,7
2044,0
2045,5
2046,2
2047,3
2048,2
2049,9
2050,2
2051,3
2052,7
2053,2
2054,7
2055,0
2056,0
2057,8
2058,2
2059,9
2060,4
2061,2
2062,10
2063,0
2064,10
2065,3
2066,5
2067,7
2068,3
2069,3
2070,1
2071,3
2072,2
2073,8
2074,4
2075,4
2076,8
2077,6
2078,7
2079,8
2080,1
2081,4
2082,0
2083,2
2084,8
2085,5
2086,9
2087,2
2088,3
2089,3
2090,3
2091,1
2092,3
2093,3
2094,5
2095,8
2096,0
2097,5
2098,1
2099,10
2100,2
2101,6
2102,3
2103,5
2104,2
2105,8
2106,3
2107,3
2108,3
2109,5
2110,3
2111,1
2112,3
2113,7
2114,1
2115,8
2116,6
2117,5
2118,10
2119,8
2120,9
2121,3
2122,9
2123,10
2124,1
2125,0
2126,6
2127,4
2128,3
2129,10
2130,6
2131,1
2132,9
2133,10
2134,1
2135,5
2136,8
2137,4
2138,6
2139,3
2140,1
2141,0
2142,6
2143,3
2144,6
2145,4
2146,4
2147,2
2148,4
2149,8
2150,1
2151,9
2152,8
2153,6
2154,1
2155,6
2156,10
2157,3
2158,5
2159,5
2160,3
2161,0
2162,3
2163,2
2164,10
2165,1
2166,2
2167,10
2168,6
2169,4
2170,3
2171,3
2172,9
2173,5
2174,2
2175,3
2176,5
2177,6
2178,6
2179,1
2180,1
2181,5
2182,2
2183,4
2184,9
2185,9
2186,7
2187,3
2188,4
2189,4
2190,10
2191,3
2192,3
2193,1
2194,1
2195,2
2196,9
2197,8
2198,5
2199,4
2200,1
2201,2
2202,4
2203,5
2204,1
2205,9
2206,1
2207,2
2208,2
2209,2
2210,2
2211,2
2212,2
2213,6
2214,2
2215,1
2216,3
2217,6
2218,2
2219,4
2220,8
2221,6
2222,3
2223,1
2224,2
2225,1
2226,2
2227,2
2228,3
2229,9
2230,0
2231,4
2232,3
2233,8
2234,6
2235,6
2236,10
2237,2
2238,3
2239,7
2240,3
2241,1
2242,2
2243,2
2244,9
2245,9
2246,4
2247,2
2248,3
2249,10
2250,2
2251,1
2252,0
2253,6
2254,8
2255,10
2256,1
2257,6
2258,3
2259,8
2260,4
2261,4
2262,3
2263,0
2264,10
2265,6
2266,10
2267,7
2268,8
2269,8
2270,8
2271,9
2272,2
2273,8
2274,8
2275,9
2276,8
2277,8
2278,4
2279,8
2280,8
2281,1
2282,3
2283,3
2284,3
2285,1
2286,8
2287,4
2288,3
2289,8
2290,2
2291,8
2292,10
2293,3
2294,0
2295,3
2296,7
2297,1
2298,4
2299,10
2300,6
2301,5
2302,8
2303,6
2304,3
2305,1
2306,8
2307,10
2308,6
2309,1
2310,5
2311,9
2312,2
2313,7
2314,2
2315,2
2316,8
2317,1
2318,3
2319,9
2320,2
2321,8
2322,8
2323,3
2324,4
2325,1
2326,2
2327,1
2328,8
2329,6
2330,3
2331,2
2332,4
2333,6
2334,4
2335,3
2336,4
2337,2
2338,0
2339,10
2340,10
2341,3
2342,8
2343,9
2344,3
2345,2
2346,8
2347,8
2348,5
2349,3
2350,8
2351,0
2352,6
2353,6
2354,4
2355,3
2356,4
2357,6
2358,2
2359,4
2360,8
2361,7
2362,3
2363,2
2364,3
2365,6
2366,4
2367,6
2368,0
2369,3
2370,2
2371,6
2372,5
2373,6
2374,5
2375,2
2376,2
2377,8
2378,3
2379,2
2380,1
2381,3
2382,6
2383,4
2384,3
2385,4
2386,3
2387,1
2388,3
2389,8
2390,8
2391,0
2392,6
2393,3
2394,2
2395,5
2396,6
2397,8
2398,5
2399,3
2400,5
2401,3
2402,3
2403,2
2404,0
2405,10
2406,4
2407,6
2408,6
2409,3
2410,5
2411,2
2412,8
2413,4
2414,8
2415,8
2416,8
2417,3
2418,3
2419,2
2420,5
2421,0
2422,9
2423,3
2424,8
2425,9
2426,10
2427,4
2428,4
2429,6
2430,2
2431,7
2432,8
2433,4
2434,5
2435,1
2436,5
2437,3
2438,4
2439,9
2440,8
2441,9
2442,10
2443,6
2444,4
2445,0
2446,3
2447,8
2448,0
2449,4
2450,3
2451,8
2452,3
2453,7
2454,4
2455,7
2456,0
2457,10
2458,2
2459,2
2460,10
2461,0
2462,3
2463,3
2464,9
2465,8
2466,9
2467,8
2468,1
2469,1
2470,4
2471,6
2472,6
2473,10
2474,8
2475,0
2476,0
2477,2
2478,8
2479,6
2480,0
2481,2
2482,8
2483,2
2484,2
2485,0
2486,10
2487,0
2488,1
2489,4
2490,4
2491,4
2492,6
2493,4
2494,8
2495,3
2496,4
2497,2
2498,6
2499,5
2500,1
2501,8
2502,5
2503,5
2504,8
2505,9
2506,3
2507,7
2508,0
2509,2
2510,10
2511,2
2512,3
2513,4
2514,8
2515,4
2516,6
2517,5
2518,6
2519,1
2520,8
2521,8
2522,8
2523,6
2524,9
2525,8
2526,4
2527,5
2528,3
2529,8
2530,9
2531,6
2532,4
2533,5
2534,10
2535,4
2536,3
2537,8
2538,9
2539,3
2540,3
2541,4
2542,3
2543,1
2544,3
2545,1
2546,4
2547,3
2548,9
2549,10
2550,7
2551,8
2552,8
2553,5
2554,0
2555,5
2556,2
2557,1
2558,10
2559,4
2560,2
2561,3
2562,0
2563,8
2564,9
2565,8
2566,7
2567,5
2568,2
2569,5
2570,4
2571,3
2572,3
2573,8
2574,9
2575,3
2576,3
2577,2
2578,5
2579,8
2580,8
2581,3
2582,3
2583,9
2584,7
2585,0
2586,3
2587,0
2588,0
2589,6
2590,0
2591,4
2592,4
2593,3
2594,10
2595,10
2596,6
2597,2
2598,3
2599,2
2600,10
2601,7
2602,1
2603,4
2604,3
2605,9
2606,8
2607,6
2608,8
2609,10
2610,6
2611,2
2612,3
2613,5
2614,8
2615,5
2616,2
2617,3
2618,2
2619,3
2620,3
2621,6
2622,2
2623,2
2624,10
2625,4
2626,9
2627,9
2628,4
2629,2
2630,9
2631,2
2632,3
2633,8
2634,5
2635,6
2636,9
2637,7
2638,5
2639,3
2640,2
2641,5
2642,8
2643,10
2644,10
2645,6
2646,8
2647,2
2648,9
2649,3
2650,4
2651,3
2652,0
2653,3
2654,10
2655,10
2656,8
2657,8
2658,8
2659,1
2660,3
2661,7
2662,5
2663,3
2664,4
2665,2
2666,8
2667,3
2668,4
2669,1
2670,9
2671,3
2672,6
2673,2
2674,3
2675,5
2676,9
2677,7
2678,4
2679,0
2680,3
2681,3
2682,6
2683,8
2684,6
2685,0
2686,7
2687,2
2688,5
2689,2
2690,9
2691,5
2692,1
2693,0
2694,8
2695,8
2696,2
2697,2
2698,7
2699,10
2700,6
2701,5
2702,5
2703,3
2704,10
2705,9
2706,1
2707,9
2708,3
2709,5
2710,4
2711,3
2712,3
2713,3
2714,10
2715,8
2716,8
2717,0
2718,3
2719,1
2720,9
2721,10
2722,8
2723,7
2724,3
2725,8
2726,8
2727,2
2728,3
2729,8
2730,3
2731,6
2732,0
2733,4
2734,9
2735,9
2736,2
2737,10
2738,9
2739,8
2740,0
2741,0
2742,6
2743,5
2744,6
2745,1
2746,8
2747,3
2748,10
2749,2
2750,8
2751,3
2752,5
2753,8
2754,5
2755,0
2756,5
2757,5
2758,2
2759,10
2760,1
2761,3
2762,4
2763,3
2764,2
2765,3
2766,6
2767,4
2768,8
2769,3
2770,6
2771,7
2772,6
2773,8
2774,3
2775,4
2776,5
2777,2
2778,1
2779,8
2780,5
2781,5
2782,9
2783,5
2784,8
2785,2
2786,1
2787,2
2788,7
2789,8
2790,3
2791,10
2792,0
2793,8
2794,4
2795,8
2796,3
2797,2
2798,8
2799,9
2800,4
2801,3
2802,8
2803,0
2804,4
2805,7
2806,10
2807,8
2808,5
2809,9
2810,9
2811,2
2812,8
2813,8
2814,2
2815,8
2816,9
2817,0
2818,1
2819,2
2820,5
2821,5
2822,3
2823,5
2824,4
2825,5
2826,2
2827,3
2828,2
2829,8
2830,5
2831,2
2832,0
2833,0
2834,3
2835,0
2836,1
2837,4
2838,1
2839,5
2840,4
2841,10
2842,1
2843,3
2844,9
2845,8
2846,6
2847,1
2848,5
2849,5
2850,1
2851,0
2852,1
2853,4
2854,7
2855,6
2856,10
2857,10
2858,8
2859,4
2860,9
2861,9
2862,1
2863,0
2864,3
2865,5
2866,10
2867,2
2868,6
2869,2
2870,5
2871,8
2872,3
2873,2
2874,3
2875,3
2876,8
2877,9
2878,0
2879,2
2880,0
2881,3
2882,6
2883,8
2884,4
2885,3
2886,3
2887,2
2888,10
2889,3
2890,3
2891,8
2892,1
2893,3
2894,8
2895,2
2896,9
2897,8
2898,4
2899,6
2900,3
2901,3
2902,8
2903,3
2904,0
2905,1
2906,4
2907,2
2908,8
2909,0
2910,2
2911,5
2912,4
2913,5
2914,9
2915,5
2916,2
2917,1
2918,3
2919,5
2920,3
2921,3
2922,5
2923,1
2924,1
2925,1
2926,1
2927,0
2928,4
2929,0
2930,0
2931,0
2932,2
2933,4
2934,8
2935,8
2936,6
2937,4
2938,5
2939,8
2940,1
2941,4
2942,3
2943,2
2944,3
2945,3
2946,9
2947,4
2948,4
2949,4
2950,3
2951,2
2952,3
2953,3
2954,2
2955,0
2956,8
2957,10
2958,3
2959,8
2960,3
2961,4
2962,9
2963,6
2964,0
2965,2
2966,4
2967,5
2968,2
2969,2
2970,10
2971,4
2972,9
2973,4
2974,5
2975,3
2976,5
2977,1
2978,10
2979,4
2980,8
2981,4
2982,5
2983,2
2984,7
2985,1
2986,2
2987,6
2988,7
2989,9
2990,3
2991,5
2992,5
2993,7
2994,9
2995,9
2996,1
