id,value
id_194,19.14608285114312
id_195,0.8998391677454797
id_196,33.77343523757661
id_197,10.504382103404312
id_198,18.963756462494523
id_199,60.194683003729516
id_200,24.924733381097806
id_201,25.65207387551682
id_202,64.52286109568595
id_203,10.581124450695151
id_204,9.302899093165816
id_205,11.252674681827695
id_206,7.2938132469333805
id_207,1.7139768463277925
id_208,124.00200222879778
id_209,20.666939819774026
id_210,16.237997009453544
id_211,13.87684085380166
id_212,36.31100858296049
id_213,35.982756881588685
id_214,18.860739585654375
id_215,34.805587540550285
id_216,78.66928392459812
id_217,0.45908239713068644
id_218,12.905072141603084
id_219,31.889823925996822
id_220,14.962896928449222
id_221,12.665026862254246
id_222,113.2920224924882
id_223,12.952323793583696
id_224,16.33788529746353
id_225,64.04104396597346
id_226,16.08498175394001
id_227,19.915191550323378
id_228,10.29019521678777
id_229,3.8561469681199245
id_230,46.2143187614749
id_231,12.718832108101035
id_232,53.979268066268475
id_233,42.61387289540511
id_234,25.170502354043936
id_235,41.071370457222095
id_236,69.09651552640291
id_237,42.098901430105975
id_238,11.083830352134802
id_239,18.23091656092257
